"reliability","StandardError"
0.84401137404671,0.0225735777355466
0.718324530746817,0.0418264507524804
0.746075764018389,0.0364566684768804
0.847413830788931,0.0222766973910309
0.879130424266611,0.017082696209346
0.84930350848891,0.0202933440619526
0.789217034504479,0.0265838111126099
0.835873311556144,0.0220664181049224
0.707058049576555,0.0406349024985887
0.760244864383211,0.0337186992771605
0.754704613649946,0.0378739464747789
0.786551054860387,0.0246599461418397
0.715955086837617,0.0419079896704766
0.802769983587384,0.0270848763230504
0.649696514297191,0.0471029605483071
0.836574467672301,0.0230945981100594
0.816142729255819,0.0240362910780828
0.806941318816582,0.0226613758755172
0.830953075747184,0.022899088411664
